"label","is_PE","Id","Degree","Betweenness","PageRank","Bridge","path","flow","name","path1","path2","path3","submod","Community","Bridge_stars","Degree_stars","Betweenness_stars","PageRank_stars"
NA,NA,498852,33,85556.2462652635,0.00117059903042443,0,"4:1:2",0.000893591,498852,4,1,2,"4 1",NA,"","","",""
NA,NA,497301,1,0,4.19902664027786e-05,0,"4:4:6",2.66e-06,497301,4,4,6,"4 4",NA,"","","",""
NA,NA,492419,7,12667.843808408,0.00017797818270376,0,"4:2:9",3.72e-05,492419,4,2,9,"4 2",NA,"","","",""
NA,NA,477548,1,0,2.99848936129019e-05,0,"4:2:27",2.66e-06,477548,4,2,27,"4 2",NA,"","","",""
NA,NA,473767,40,17006.0950637488,0.000362210125035479,0,"1:5:12",0.000230046,473767,1,5,12,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,500430,1,0,0.000129533678756408,0,"77:2",5.32e-06,500430,77,2,NA,"77 2",NA,"","","",""
NA,NA,489902,1,0,4.26128884395516e-05,0,"2:20:5:2",2.66e-06,489902,2,20,5,"2 20","Pro-vaccine","","","",""
NA,NA,468780,2,0,4.95855263052684e-05,0,"4:2:18",7.98e-06,468780,4,2,18,"4 2",NA,"","","",""
NA,NA,472588,1,0,2.23779820495086e-05,0,"4:1:44",2.66e-06,472588,4,1,44,"4 1",NA,"","","",""
NA,NA,477047,2,0,5.4634365014307e-05,0,"4:3:6",5.32e-06,477047,4,3,6,"4 3",NA,"","","",""
"individual, non-P.E.",FALSE,491749,9,7396.23846138813,0.000124930592417907,0,"2:7:13",5.72e-05,491749,2,7,13,"2 7","Pro-vaccine","","","*","*"
NA,NA,475318,8,8398.12719515288,0.000157156975561489,0,"2:17:1:8",3.19e-05,475318,2,17,1,"2 17","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,492319,2,0,4.97483109874505e-05,0,"2:7:25",2.13e-05,492319,2,7,25,"2 7","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,473689,1,0,0.000129533678756408,0,"198:2",2.66e-06,473689,198,2,NA,"198 2",NA,"","","",""
NA,NA,477582,7,135.026744384898,8.35146890615638e-05,0,"4:1:10",5.72e-05,477582,4,1,10,"4 1",NA,"","","",""
NA,NA,482949,23,54279.1749208952,0.00012295221623325,10,"1:10:17",6.91e-05,482949,1,10,17,"1 10","Anti-vaccine","","","",""
NA,NA,499684,2,0,6.4986222449089e-05,0,"4:3:5",6.65e-06,499684,4,3,5,"4 3",NA,"","","",""
NA,NA,495193,3,0,3.8801191697439e-05,0,"2:7:37",1.06e-05,495193,2,7,37,"2 7","Pro-vaccine","","","",""
NA,NA,506772,1,0,2.53755729880198e-05,0,"1:5:146",3.99e-06,506772,1,5,146,"1 5","Anti-vaccine","","","",""
NA,NA,495128,4,4.16666666666667,4.36102638758126e-05,0,"2:7:29",1.6e-05,495128,2,7,29,"2 7","Pro-vaccine","","","",""
NA,NA,468650,1,0,4.23849497151892e-05,0,"2:7:30",1.6e-05,468650,2,7,30,"2 7","Pro-vaccine","","","",""
NA,NA,484048,1,0,0.000129533678756507,0,"77:1",5.32e-06,484048,77,1,NA,"77 1",NA,"","","",""
NA,NA,490599,44,58184.0600183573,0.000386186227228026,1,"1:5:13",0.000228717,490599,1,5,13,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,470203,23,1974.2503464236,0.000104345119205229,0,"2:1:121",0.00010372,470203,2,1,121,"2 1","Pro-vaccine","","*","","*"
NA,NA,498990,14,55630.3519935772,0.000302292193390618,0,"4:2:4",7.18e-05,498990,4,2,4,"4 2",NA,"","","",""
NA,NA,477446,8,31.8388290487252,0.000160287505166416,0,"4:1:5",0.000126326,477446,4,1,5,"4 1",NA,"","","",""
NA,NA,502111,7,516.162620618782,4.54414742850578e-05,0,"1:5:79",1.99e-05,502111,1,5,79,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,507654,1,0,6.63359976902141e-05,0,"23:1:7",2.66e-06,507654,23,1,7,"23 1",NA,"","","",""
"individual, non-P.E.",FALSE,474078,17,428.509331676259,6.86828904225176e-05,0,"2:4:1:104",5.98e-05,474078,2,4,1,"2 4","Pro-vaccine","","*","",""
NA,NA,485478,3,51.9000120376139,3.31542558346809e-05,0,"4:1:26",1.2e-05,485478,4,1,26,"4 1",NA,"","","",""
NA,NA,472963,1,0,3.41036674698913e-05,0,"2:7:60",2.66e-06,472963,2,7,60,"2 7","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,476337,3,15.8284980585746,2.50896988029953e-05,0,"2:4:1:207",7.98e-06,476337,2,4,1,"2 4","Pro-vaccine","","","",""
NA,NA,491208,2,7099,8.20837381366686e-05,0,"4:8:1",6.65e-06,491208,4,8,1,"4 8",NA,"","","",""
"individual, non-P.E.",FALSE,497483,1,0,0.000129533678756408,0,"89:2",3.99e-06,497483,89,2,NA,"89 2",NA,"","","",""
NA,NA,506995,5,1744.71376533026,4.73180937633516e-05,0,"4:1:16",1.99e-05,506995,4,1,16,"4 1",NA,"","","",""
NA,NA,480878,2,2336.80984072635,2.78434222722809e-05,0,"2:7:50",5.32e-06,480878,2,7,50,"2 7","Pro-vaccine","","","",""
"non-individual",NA,474393,10,49075.4996238871,0.000152315326520991,0,"4:4:1",3.46e-05,474393,4,4,1,"4 4",NA,"","","",""
NA,NA,471845,1,0,0.000129533678756507,0,"72:1",5.32e-06,471845,72,1,NA,"72 1",NA,"","","",""
NA,NA,500751,1,0,3.12957996870781e-05,0,"4:2:39",2.66e-06,500751,4,2,39,"4 2",NA,"","","",""
"individual, non-P.E.",FALSE,504368,6,17914.4104236322,6.27845604506235e-05,0,"2:7:24",2.93e-05,504368,2,7,24,"2 7","Pro-vaccine","","","*",""
NA,NA,469216,11,12681.818826879,0.000142792843251853,0,"4:1:6",0.00010771,469216,4,1,6,"4 1",NA,"","","",""
"individual, non-P.E.",FALSE,479570,2,0,4.47454499435186e-05,0,"4:3:7",5.32e-06,479570,4,3,7,"4 3",NA,"","","",""
NA,NA,493517,1,0,2.23913886464751e-05,0,"4:1:37",2.66e-06,493517,4,1,37,"4 1",NA,"","","",""
NA,NA,497214,3,7099,5.88283232969968e-05,0,"1:8:61",9.31e-06,497214,1,8,61,"1 8","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,474875,1,0,0.000129533678756507,0,"73:1",5.32e-06,474875,73,1,NA,"73 1",NA,"","","",""
"individual, non-P.E.",FALSE,491109,1,0,3.40417506461619e-05,0,"8:2:14",3.99e-06,491109,8,2,14,"8 2",NA,"","","",""
"individual, non-P.E.",FALSE,490348,1,0,2.07285019233461e-05,0,"1:3:381",2.66e-06,490348,1,3,381,"1 3","Anti-vaccine","","","",""
NA,NA,470976,5,5067.49549709963,3.96981136958051e-05,0,"4:1:17",1.86e-05,470976,4,1,17,"4 1",NA,"","","",""
NA,NA,482531,3,0,4.12165996840979e-05,0,"2:7:31",1.46e-05,482531,2,7,31,"2 7","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,505414,1,0,2.06962389820312e-05,0,"1:2:531",2.66e-06,505414,1,2,531,"1 2","Anti-vaccine","","","",""
NA,NA,480941,4,8355.10119882931,9.20646738769511e-05,0,"4:3:2",1.06e-05,480941,4,3,2,"4 3",NA,"","","",""
NA,NA,505597,1,0,3.14065456596943e-05,0,"4:2:41",2.66e-06,505597,4,2,41,"4 2",NA,"","","",""
"individual, non-P.E.",FALSE,495463,14,50644.1136427495,0.000270490048809324,1,"2:17:1:5",4.52e-05,495463,2,17,1,"2 17","Pro-vaccine","*","","*","*"
NA,NA,473152,2,44,2.86420933771635e-05,0,"2:7:48",6.65e-06,473152,2,7,48,"2 7","Pro-vaccine","","","",""
NA,NA,488651,8,15590.8646240181,0.000186040831997429,0,"4:2:10",3.46e-05,488651,4,2,10,"4 2",NA,"","","",""
NA,NA,483683,1,0,3.29545542540229e-05,0,"2:17:1:29",2.66e-06,483683,2,17,1,"2 17","Pro-vaccine","","","",""
NA,NA,498657,1,0,2.23779820495086e-05,0,"4:1:41",2.66e-06,498657,4,1,41,"4 1",NA,"","","",""
NA,NA,506855,2,62.5679880519227,3.08295142688195e-05,0,"1:5:129",5.32e-06,506855,1,5,129,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,491450,1,0,0.000129533678756507,0,"223:1",2.66e-06,491450,223,1,NA,"223 1",NA,"","","",""
NA,NA,480975,5,8.43809523809523,6.48440888181076e-05,0,"4:1:12",4.12e-05,480975,4,1,12,"4 1",NA,"","","",""
NA,NA,499041,1,0,0.000129533678756408,0,"223:2",2.66e-06,499041,223,2,NA,"223 2",NA,"","","",""
NA,NA,468944,2,487.519278507725,3.96331977020524e-05,0,"4:2:22",5.32e-06,468944,4,2,22,"4 2",NA,"","","",""
"non-individual",NA,480562,6,35475,0.000141076205317698,0,"5:2:2",1.73e-05,480562,5,2,2,"5 2",NA,"","","",""
NA,NA,499844,1,0,3.14065456596943e-05,0,"4:2:38",2.66e-06,499844,4,2,38,"4 2",NA,"","","",""
"non-individual",NA,487930,1,0,3.91356032439604e-05,0,"3:21:3",2.66e-06,487930,3,21,3,"3 21",NA,"","","",""
NA,NA,485721,2,0,2.55115753489057e-05,0,"1:3:302",6.65e-06,485721,1,3,302,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,492625,3,17.1675630685729,3.28960892136455e-05,0,"1:10:61",7.98e-06,492625,1,10,61,"1 10","Anti-vaccine","","","",""
"non-individual",NA,483563,3,160.252862252344,2.33249780236133e-05,0,"1:2:283",7.98e-06,483563,1,2,283,"1 2","Anti-vaccine","","","",""
NA,NA,488090,2,0,6.49862224490926e-05,0,"4:3:4",6.65e-06,488090,4,3,4,"4 3",NA,"","","",""
NA,NA,497074,2,0,6.4478081754157e-05,0,"4:7:2",6.65e-06,497074,4,7,2,"4 7",NA,"","","",""
NA,NA,507304,1,0,9.97759417448009e-05,0,"75:3",2.66e-06,507304,75,3,NA,"75 3",NA,"","","",""
NA,NA,475588,2,57.1033616219965,2.69803448464414e-05,0,"1:5:127",5.32e-06,475588,1,5,127,"1 5","Anti-vaccine","","","",""
NA,NA,472489,3,47.8213831487626,3.1015524154316e-05,0,"1:5:113",7.98e-06,472489,1,5,113,"1 5","Anti-vaccine","","","",""
"non-individual",NA,494063,2,57.2374691839731,2.64831599377306e-05,0,"4:1:30",6.65e-06,494063,4,1,30,"4 1",NA,"","","",""
NA,NA,473505,6,34.2431568735176,2.80513912998574e-05,0,"1:3:224",1.73e-05,473505,1,3,224,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,499199,3,6.52198185918077,3.10869102009033e-05,0,"1:3:297",7.98e-06,499199,1,3,297,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,505832,1,0,0.000129533678756408,0,"165:2",2.66e-06,505832,165,2,NA,"165 2",NA,"","","",""
"non-individual",NA,482935,3,53.9810719206868,2.5895994892382e-05,0,"2:1:445",7.98e-06,482935,2,1,445,"2 1","Pro-vaccine","","","",""
NA,NA,472192,20,7463.1733505882,0.000142945820488097,0,"1:5:34",7.45e-05,472192,1,5,34,"1 5","Anti-vaccine","","","",""
NA,NA,501193,4,68.6544326586994,2.49049948397999e-05,0,"1:3:268",1.06e-05,501193,1,3,268,"1 3","Anti-vaccine","","","",""
NA,NA,482318,8,262.242065116422,0.000133739680710796,0,"4:1:7",9.71e-05,482318,4,1,7,"4 1",NA,"","","",""
NA,NA,483556,8,3923.05227159871,5.3193172738605e-05,0,"1:10:38",2.13e-05,483556,1,10,38,"1 10","Anti-vaccine","","","",""
NA,NA,490551,1,0,3.48309740505837e-05,0,"2:7:58",2.66e-06,490551,2,7,58,"2 7","Pro-vaccine","","","",""
NA,NA,472627,3,167.037153646306,5.5358874016651e-05,0,"2:17:1:14",7.98e-06,472627,2,17,1,"2 17","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,496773,3,6.83333333333333,3.60149941035203e-05,0,"1:10:53",9.31e-06,496773,1,10,53,"1 10","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,503021,2,0,2.87457342784045e-05,0,"1:10:71",5.32e-06,503021,1,10,71,"1 10","Anti-vaccine","","","",""
NA,NA,502066,8,525.561490317841,5.94544870085068e-05,0,"1:10:34",2.79e-05,502066,1,10,34,"1 10","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,480046,1,0,2.13627509872765e-05,0,"2:4:1:262",2.66e-06,480046,2,4,1,"2 4","Pro-vaccine","","","",""
NA,NA,490912,10,1.73943275369784,8.53995544962448e-05,0,"1:5:49",4.52e-05,490912,1,5,49,"1 5","Anti-vaccine","","","",""
NA,NA,489422,1,0,2.16860658144894e-05,0,"1:3:377",2.66e-06,489422,1,3,377,"1 3","Anti-vaccine","","","",""
NA,NA,468605,24,430.422464406406,0.000190158229961562,0,"1:5:25",0.000117018,468605,1,5,25,"1 5","Anti-vaccine","","","",""
NA,NA,476333,4,11922.9466593455,9.86413466057735e-05,0,"4:4:2",1.6e-05,476333,4,4,2,"4 4",NA,"","","",""
NA,NA,470386,2,1,0.000189049152779722,0,"45:1",9.31e-06,470386,45,1,NA,"45 1",NA,"","","",""
NA,NA,504800,38,1064.2630463876,0.000311443888757577,0,"1:5:15",0.000191484,504800,1,5,15,"1 5","Anti-vaccine","","","",""
NA,NA,498741,2,22.8580009629094,2.22029703507401e-05,0,"1:3:331",5.32e-06,498741,1,3,331,"1 3","Anti-vaccine","","","",""
NA,NA,496070,2,30.9122552000521,4.43865838807545e-05,0,"2:17:1:18",5.32e-06,496070,2,17,1,"2 17","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,489450,3,1,0.000162760023075632,0,"27:2",1.46e-05,489450,27,2,NA,"27 2",NA,"","","",""
NA,NA,494036,1,0,3.48203864534635e-05,0,"1:59:2",2.66e-06,494036,1,59,2,"1 59","Anti-vaccine","","","",""
NA,NA,485383,6,988.06586100171,3.26661982270151e-05,0,"2:3:141",1.6e-05,485383,2,3,141,"2 3","Pro-vaccine","","","",""
NA,NA,488435,1,0,2.32124971400673e-05,0,"1:5:181",2.66e-06,488435,1,5,181,"1 5","Anti-vaccine","","","",""
NA,NA,485382,5,151.094288204188,3.86711849815731e-05,0,"1:5:93",1.33e-05,485382,1,5,93,"1 5","Anti-vaccine","","","",""
NA,NA,506194,2,2349.59533888904,4.56990750857762e-05,0,"2:17:2:9",6.65e-06,506194,2,17,2,"2 17","Pro-vaccine","","","",""
NA,NA,481270,1,0,2.50585800104348e-05,0,"1:10:90",2.66e-06,481270,1,10,90,"1 10","Anti-vaccine","","","",""
NA,NA,505113,3,0,6.60905501253695e-05,0,"2:17:4:3",7.98e-06,505113,2,17,4,"2 17","Pro-vaccine","","","",""
NA,NA,470091,7,3003.02213132393,0.000112599716650305,0,"2:17:1:10",2.66e-05,470091,2,17,1,"2 17","Pro-vaccine","","","",""
NA,NA,490768,1,0,0.000129533678756408,0,"216:2",2.66e-06,490768,216,2,NA,"216 2",NA,"","","",""
NA,NA,490403,1,0,0.000129533678756408,0,"202:2",2.66e-06,490403,202,2,NA,"202 2",NA,"","","",""
NA,NA,481586,13,899.687290820267,8.71515427438133e-05,0,"1:5:51",4.26e-05,481586,1,5,51,"1 5","Anti-vaccine","","","",""
NA,NA,481383,1,0,2.21275543475119e-05,0,"1:3:362",2.66e-06,481383,1,3,362,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,476664,1,0,2.44680604633988e-05,0,"2:9:54",2.66e-06,476664,2,9,54,"2 9","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,471387,1,0,3.04955795549618e-05,0,"1:5:152",2.66e-06,471387,1,5,152,"1 5","Anti-vaccine","","","",""
NA,NA,483411,8,8567.18767306224,8.5041018766437e-05,0,"1:5:72",2.53e-05,483411,1,5,72,"1 5","Anti-vaccine","","","",""
NA,NA,496637,2,48.7333333333333,2.53393188824236e-05,0,"4:1:33",5.32e-06,496637,4,1,33,"4 1",NA,"","","",""
NA,NA,490876,1,0,2.32558681304984e-05,0,"2:7:57",2.66e-06,490876,2,7,57,"2 7","Pro-vaccine","","","",""
NA,NA,501264,1,0,2.36001146680185e-05,0,"1:5:168",2.66e-06,501264,1,5,168,"1 5","Anti-vaccine","","","",""
NA,NA,478758,2,2.51408008658009,2.71471932477494e-05,0,"1:5:140",5.32e-06,478758,1,5,140,"1 5","Anti-vaccine","","","",""
NA,NA,477408,1,0,0.000129533678756408,0,"226:2",2.66e-06,477408,226,2,NA,"226 2",NA,"","","",""
NA,NA,487223,4,17743.5,4.67469103927926e-05,0,"1:22:6",1.06e-05,487223,1,22,6,"1 22","Anti-vaccine","","","",""
NA,NA,488802,1,0,2.97212857945106e-05,0,"2:17:2:15",2.66e-06,488802,2,17,2,"2 17","Pro-vaccine","","","",""
NA,NA,491978,2,0,0.000137750367334149,0,"48:1",6.65e-06,491978,48,1,NA,"48 1",NA,"","","",""
"individual, non-P.E.",FALSE,474301,2,0,2.24202769573966e-05,0,"1:2:359",5.32e-06,474301,1,2,359,"1 2","Anti-vaccine","","","",""
NA,NA,502433,13,20988.7220474948,0.000230039347809573,4,"2:17:2:3",5.05e-05,502433,2,17,2,"2 17","Pro-vaccine","","","",""
NA,NA,473322,9,361.088724235598,5.53407523734515e-05,0,"1:5:74",2.39e-05,473322,1,5,74,"1 5","Anti-vaccine","","","",""
NA,NA,476578,7,4097.40215406041,4.52343883306798e-05,0,"1:5:81",1.99e-05,476578,1,5,81,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,492603,4,572.151489696246,4.07014700944684e-05,0,"1:10:50",1.06e-05,492603,1,10,50,"1 10","Anti-vaccine","","","",""
NA,NA,499757,1,0,3.14065456596943e-05,0,"4:2:37",2.66e-06,499757,4,2,37,"4 2",NA,"","","",""
"individual, non-P.E.",FALSE,474014,1,0,0.000129533678756408,0,"180:2",2.66e-06,474014,180,2,NA,"180 2",NA,"","","",""
NA,NA,492392,1,0,2.33937325965333e-05,0,"1:5:166",2.66e-06,492392,1,5,166,"1 5","Anti-vaccine","","","",""
NA,NA,501884,15,74.810365158136,6.61492053836847e-05,4,"2:32:3",5.45e-05,501884,2,32,3,"2 32","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,487027,2,0.5,8.208816689355e-05,0,"27:3",6.65e-06,487027,27,3,NA,"27 3",NA,"","","",""
NA,NA,503156,1,0,2.45503908010741e-05,0,"1:5:175",2.66e-06,503156,1,5,175,"1 5","Anti-vaccine","","","",""
NA,NA,468636,1,0,0.000129533678756507,0,"202:1",2.66e-06,468636,202,1,NA,"202 1",NA,"","","",""
NA,NA,476921,2,10.7107142857143,2.77807176792925e-05,0,"1:10:67",5.32e-06,476921,1,10,67,"1 10","Anti-vaccine","","","",""
NA,NA,475750,7,0,0.000160454149113323,0,"2:7:8",0.000102391,475750,2,7,8,"2 7","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,480471,8,1318.21009229468,4.52066306062991e-05,0,"1:3:205",2.26e-05,480471,1,3,205,"1 3","Anti-vaccine","","","",""
NA,NA,470949,1,0,2.17244839155179e-05,0,"2:3:247",2.66e-06,470949,2,3,247,"2 3","Pro-vaccine","","","",""
NA,NA,490842,1,0,0.000111253926020692,0,"45:2",5.32e-06,490842,45,2,NA,"45 2",NA,"","","",""
NA,NA,503442,1,0,2.32558681304984e-05,0,"2:7:55",2.66e-06,503442,2,7,55,"2 7","Pro-vaccine","","","",""
NA,NA,484491,1,0,0.000129533678756408,0,"171:2",2.66e-06,484491,171,2,NA,"171 2",NA,"","","",""
NA,NA,483377,1,0,9.97759417448009e-05,0,"75:2",2.66e-06,483377,75,2,NA,"75 2",NA,"","","",""
NA,NA,476041,1,0,3.12957996870781e-05,0,"4:2:29",2.66e-06,476041,4,2,29,"4 2",NA,"","","",""
"non-individual",NA,493782,1,0,2.54866531040558e-05,0,"1:5:148",3.99e-06,493782,1,5,148,"1 5","Anti-vaccine","","","",""
NA,NA,474752,1,0,2.86276035217952e-05,0,"2:17:1:20",2.66e-06,474752,2,17,1,"2 17","Pro-vaccine","","","",""
NA,NA,475591,4,50.3054643977787,2.47968613450475e-05,0,"1:3:272",1.06e-05,475591,1,3,272,"1 3","Anti-vaccine","","","",""
NA,NA,492346,1,0,2.93012139560824e-05,0,"4:1:45",2.66e-06,492346,4,1,45,"4 1",NA,"","","",""
NA,NA,470291,3,7108,7.96242867854934e-05,0,"4:4:4",7.98e-06,470291,4,4,4,"4 4",NA,"","","",""
NA,NA,506069,4,7100.66666666667,6.38722256281167e-05,0,"4:1:21",1.46e-05,506069,4,1,21,"4 1",NA,"","","",""
NA,NA,500706,1,0,2.36984887168936e-05,0,"1:10:85",2.66e-06,500706,1,10,85,"1 10","Anti-vaccine","","","",""
NA,NA,473583,2,4704.28862907857,3.20620059679175e-05,0,"2:17:2:10",5.32e-06,473583,2,17,2,"2 17","Pro-vaccine","","","",""
NA,NA,498768,1,0,4.88086039491482e-05,0,"2:29:3:5",2.66e-06,498768,2,29,3,"2 29","Pro-vaccine","","","",""
NA,NA,497618,1,0,2.98155387522081e-05,0,"2:17:1:24",2.66e-06,497618,2,17,1,"2 17","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,504735,23,14453.357655742,0.000695023538282229,0,"2:7:3",0.000444136,504735,2,7,3,"2 7","Pro-vaccine","","*","*","*"
"individual, non-P.E.",FALSE,506535,3,16.8666666666667,4.9895752320187e-05,0,"2:7:33",1.33e-05,506535,2,7,33,"2 7","Pro-vaccine","","","",""
NA,NA,492574,2,5.37038647949467,2.20574359882521e-05,0,"1:3:341",5.32e-06,492574,1,3,341,"1 3","Anti-vaccine","","","",""
NA,NA,505161,2,369.898729484964,4.00009447244449e-05,0,"4:2:23",5.32e-06,505161,4,2,23,"4 2",NA,"","","",""
NA,NA,472817,4,14677.6432208094,0.00012143244332549,0,"4:6:1",1.2e-05,472817,4,6,1,"4 6",NA,"","","",""
NA,NA,483723,12,9539.85782445935,0.000315849532812849,0,"4:2:5",6.78e-05,483723,4,2,5,"4 2",NA,"","","",""
NA,NA,503555,10,23377.0075633203,7.46660131257305e-05,1,"1:8:42",2.93e-05,503555,1,8,42,"1 8","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,487821,1,0,2.32558681304984e-05,0,"2:7:63",2.66e-06,487821,2,7,63,"2 7","Pro-vaccine","","","",""
"non-individual",NA,472845,1,0,5.43767609516088e-05,0,"2:17:1:15",6.65e-06,472845,2,17,1,"2 17","Pro-vaccine","","","",""
NA,NA,491120,1,0,5.38359107557758e-05,0,"4:6:2",3.99e-06,491120,4,6,2,"4 6",NA,"","","",""
NA,NA,480157,2,0,6.44780817541617e-05,0,"4:7:1",6.65e-06,480157,4,7,1,"4 7",NA,"","","",""
"individual, non-P.E.",FALSE,482144,7,142.464800870938,2.98583920356569e-05,0,"1:3:212",1.99e-05,482144,1,3,212,"1 3","Anti-vaccine","","","",""
NA,NA,473245,6,3294.36969913416,8.90114918800961e-05,0,"2:7:15",4.79e-05,473245,2,7,15,"2 7","Pro-vaccine","","","",""
NA,NA,484020,4,0,6.56511557239967e-05,0,"4:1:11",4.26e-05,484020,4,1,11,"4 1",NA,"","","",""
NA,NA,471871,14,11450.8622469224,0.000225019512649085,0,"2:7:7",0.000136964,471871,2,7,7,"2 7","Pro-vaccine","","","",""
NA,NA,484079,2,13.62558356676,4.76943269761587e-05,0,"2:17:2:7",6.65e-06,484079,2,17,2,"2 17","Pro-vaccine","","","",""
NA,NA,471343,1,0,2.98155387522081e-05,0,"2:17:1:19",2.66e-06,471343,2,17,1,"2 17","Pro-vaccine","","","",""
NA,NA,504335,1,0,3.5222528454197e-05,0,"4:2:26",3.99e-06,504335,4,2,26,"4 2",NA,"","","",""
NA,NA,485378,1,0,2.20167532040307e-05,0,"2:6:95",2.66e-06,485378,2,6,95,"2 6","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,491412,1,0,0.000129533678756408,0,"73:2",5.32e-06,491412,73,2,NA,"73 2",NA,"","","",""
NA,NA,503242,3,0,3.88011916974345e-05,0,"2:7:38",1.06e-05,503242,2,7,38,"2 7","Pro-vaccine","","","",""
NA,NA,501555,1,0,2.29675967688834e-05,0,"2:7:53",2.66e-06,501555,2,7,53,"2 7","Pro-vaccine","","","",""
NA,NA,490963,1,0,3.14065456596943e-05,0,"4:2:30",2.66e-06,490963,4,2,30,"4 2",NA,"","","",""
NA,NA,505569,1,0,2.53968857382809e-05,0,"1:10:88",2.66e-06,505569,1,10,88,"1 10","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,486033,1,0,3.14065456596943e-05,0,"4:2:28",2.66e-06,486033,4,2,28,"4 2",NA,"","","",""
NA,NA,486068,1,0,2.08103344757156e-05,0,"1:3:370",2.66e-06,486068,1,3,370,"1 3","Anti-vaccine","","","",""
NA,NA,501704,2,0,5.58031805347831e-05,0,"2:120:2",9.31e-06,501704,2,120,2,"2 120","Pro-vaccine","","","",""
NA,NA,476827,1,0,2.23062875324368e-05,0,"4:1:42",2.66e-06,476827,4,1,42,"4 1",NA,"","","",""
NA,NA,469427,6,6273.30634577879,0.000158017117691097,0,"2:7:9",0.000101061,469427,2,7,9,"2 7","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,478543,1,0,2.51687762889675e-05,0,"2:7:51",3.99e-06,478543,2,7,51,"2 7","Pro-vaccine","","","",""
NA,NA,483900,4,0,3.96777746468684e-05,0,"4:1:19",1.86e-05,483900,4,1,19,"4 1",NA,"","","",""
"individual, non-P.E.",FALSE,488995,1,0,0.000129533678756408,0,"219:2",2.66e-06,488995,219,2,NA,"219 2",NA,"","","",""
"individual, non-P.E.",FALSE,472980,6,13875.5810502587,6.48816912856824e-05,0,"4:2:13",1.6e-05,472980,4,2,13,"4 2",NA,"","","",""
NA,NA,490359,1,0,0.000129533678756408,0,"50:2",7.98e-06,490359,50,2,NA,"50 2",NA,"","","",""
"individual, non-P.E.",FALSE,483316,12,763.893594478664,4.10899225104238e-05,0,"1:3:169",3.72e-05,483316,1,3,169,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,493932,1,0,2.92164486320418e-05,0,"7:2:14",3.99e-06,493932,7,2,14,"7 2",NA,"","","",""
NA,NA,495069,1,0,2.34677860072239e-05,0,"1:5:164",2.66e-06,495069,1,5,164,"1 5","Anti-vaccine","","","",""
NA,NA,499222,1,0,2.99848936129019e-05,0,"4:2:35",2.66e-06,499222,4,2,35,"4 2",NA,"","","",""
"individual, non-P.E.",FALSE,470488,1,0,2.32558681304984e-05,0,"2:7:61",2.66e-06,470488,2,7,61,"2 7","Pro-vaccine","","","",""
NA,NA,493231,2,7099,5.74277433444015e-05,0,"2:7:44",7.98e-06,493231,2,7,44,"2 7","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,477387,1,0,9.97759417447718e-05,0,"70:3",2.66e-06,477387,70,3,NA,"70 3",NA,"","","",""
"individual, non-P.E.",FALSE,481859,2,0,3.52959026420453e-05,0,"1:5:136",5.32e-06,481859,1,5,136,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,469142,3,432.975834980984,2.63280090831474e-05,0,"2:1:436",7.98e-06,469142,2,1,436,"2 1","Pro-vaccine","","","",""
NA,NA,471757,6,140.126577323019,6.84524700737665e-05,0,"2:7:23",2.93e-05,471757,2,7,23,"2 7","Pro-vaccine","","","",""
NA,NA,477674,26,891.329248773055,0.000160376400370337,0,"1:5:32",9.04e-05,477674,1,5,32,"1 5","Anti-vaccine","","","",""
